sentence|category
Nobody can run as fast as Tom.|1
Nobody was helping us.|1
Nobody saw it coming.|1
Nation shall not lift up sword against nation, neither shall they learn war any more.|2
No woman has ever done this before.|1
Don't move, or I'll shoot you.|1
No mountain in Japan is higher than Mt. Fuji.|2
Tom had no sooner walked in the door than Mary started to complain.|2
I had hardly started to work when it began to rain.|2
No sooner had it stopped raining than a beautiful rainbow appeared.|2
I feel like I'm improving, and then I get criticism and my self-confidence comes tumbling back down.|2
No sooner had the monkey caught sight of him than it jumped up to his shoulders.|2
Buy two bottles of oil when you go to the supermarket.|2
Buy two bottles of olive oil when you go to the supermarket.|2
Don't buy it again.|1
Cats are the bridges between dimensions.|1
One way cats show affection is by spending a lot of time around you.|2
Kate must be sick, for she looks pale.|1
Cheese often lures a mouse into a trap.|1
Karima hasn't read the letter yet.|1
Karen would like to talk to the manager.|1
Can Tom stay at your place until he gets back on his feet?|2
Can Tom stay at your place until he gets back on his feet?|2
Can you hear us?|1
Can you make us some breakfast?|1
Can you see Tom?|1
Can you contact Tom?|1
Can you gather all of the papers together?|1
Can you still walk?|1
Can you write with your left hand?|1
Can you pass me the salt and pepper?|1
Can you tune my guitar for me?|1
Can you help me push the car?|1
Are you following me?|1
Can you direct me to the train station?|1
Can you teach me some words in French?|1
Can you recommend a good story where a handsome prince and an ordinary girl fall in love?|2
Can you explain the way to me?|1
Can you hear me now?|1
Can't you make an exception?|1
Can you guess her age?|1
Are you a good cook?|1
Can you distinguish barley from wheat?|1
Can you make it before the deadline?|1
Can you tie a tie?|1
Can you suggest a solution?|1
Can you tie a tie?|1
Do you have any idea how stupid I feel right now?|2
Do you really not remember me?|1
Can you remember the first time you heard the Beatles?|2
Can you still remember when we first met?|1
Can you taste the garlic?|1
Can you extend your holiday by a few days?|2
Can you take this stuff with you?|1
Can you solve the puzzle?|1
Can you carve the chicken?|1
Would you carry this upstairs for me?|1
Could you repeat that, please?|1
Could you spell that, please?|1
Can you spell that, please?|1
Can you play the viola, too, or do you only play the violin?|2
Can you play the viola, too, or do you just play the violin?|2
You might have told me about it long ago.|2
You may be needed.|1
Can we breathe in space?|1
Is there anything that I can do to make it up to you?|2
Is there anything I can do to make it up to you?|2
May I speak to you alone?|1
Can I speak with Judy?|1
Can I speak with Judy?|1
Can I talk to you?|1
Can I listen to music on this phone?|1
Can I bum a smoke?|1
Can I leave my suitcases here?|1
Can I do anything?|1
Can I count on you today?|1
Can I count on you today?|1
Can I count on you today?|1
Can I have something hot to drink?|1
Can I really risk it?|1
May I ask a couple of questions?|1
May I eat a little of it?|1
Can I play you a song?|1
Can I place the bag under the table? Yes, you can place it there.|2
Can I see the special exhibit with this ticket?|2
Can I cancel this ticket?|1
Can I place the book on the shelf? Yes, you can place it there.|2
Can I keep this?|1
Can I have a glass of milk, please?|1
Can I use your dictionary? Yes, here you are.|2
Are you, by any chance, scared of me?|1
You mean he can't read or write?|1
Can a two-year-old boy run that fast?|1
Is your wife good at cooking?|1
Canada is a large country.|1
Were her children born in Germany?|1
Camels have three eyelids.|1
Cain wasn't a good brother.|1
Coffee and chocolate go together well.|1
I usually use a French press to make coffee.|2
Kabyle is my mother tongue.|1
The instant he saw the policeman, he ran away.|2
Young people have to respect older people.|1
Young people tend to take things too far.|1
Young people should respect their elders.|1
Julius Gustav Neubronner was a German apothecary and inventor.|2
Judit is a stronger chess player than Zsuzsa.|1
Juan is reading the Gospel according to Matthew.|1
José Raúl Capablanca was one of the most brilliant chess players of all time. He was Cuban.|2
John is much taller than Mary.|1
John is a good husband to his wife.|1
John always tried to live up to the example of Lincoln.|2
John has a car from Japan.|1
John teaches chemistry in English to Turkish students with occasional explanations in Turkish when necessary.|2
John challenged Tom to a fight after school by the basketball court, but Tom never showed up.|2
Jim must go to the hospital immediately.|1
Jim runs as fast as Ron.|1
Jim will not come today.|1
Jim goes to school by bus.|1
Jill was a great comfort to me when I was ill.|2
We now know where we stand.|1
Now would be a good time.|1
Tom is watching TV now.|1
Now I have to leave, they're calling for my flight.|2
I'd prefer to not talk about that now.|1
Now stop crying.|1
Now every Finnish woman has everything she needs to be happy.|2
Now the fun begins.|1
Now I am in Rome.|1
I came here especially, and the shop's shut.|1
I came all the way here especially, and the shop's shut.|2
Now I'm ready for anything.|1
Jesus came to the Jordan to be baptized by John.|2
Jesus has abs of steel.|1
Those students understand quickly.|1
That day was an important milestone in our project.|2
That hairy space alien doesn't speak English; he just understands it.|2
Translating that sentence literally was a stupid mistake. The meaning was totally different.|2
Not all of those men are doctors.|1
The more you read this book, the less you understand!|2
The more the comments written on a sentence, the higher the probability of a - possibly modified - quote from Shakespeare.|3
The more I look at her, the prettier she looks. Then why don't you ask her out on a date? No way!|3
The more I learn Esperanto, the more I like this language.|2
The more I learn Esperanto, the more I like that language.|2
Someone will have to tell Tom.|1
Somebody will have to tell Tom.|1
A person named Miller wants to see you.|1
Somebody's at the door.|1
Somebody tried to kill Tom.|1
Someone has drunk my beer.|1
Somebody stole my car.|1
Somebody left the door open.|1
One who not long ago thought he had control over something is suddenly lying motionless in a wooden box, and when everyone around sees that such a person is no longer good for anything, they simply burned him up in an oven.|3
The louder the music is, the more people drink because they spend less time talking.|2
The shorter your username is, the easier it is for others to remember it.|2
The smaller a star is, the longer it lives.|2
I-it d-d-d-doesn't w-w-work now. No!, he stuttered, and then immediately said a certain No.|2
The higher he rose in social rank, the more modest he became.|2
There is a right time for everything.|1
Jeffrey is called Jeff by his friends.|1
Every language, like every living thing, is inherently valuable and worthy of protection and support.|2
Every girl dreams of owning a pony.|1
Every year, the organisation organises a number of meetings of volunteers who go door-to-door to sell Frisian books.|2
Each page of my book contains only ten sentences, but some sentences are quite long.|2
Every page of this book is an extraordinary chess lesson.|2
War may break out at any moment.|1
Everyone knows Tom has poor people skills.|1
Everyone is trying his best.|1
Each robot is equipped with a talking machine.|1
Everyone needs to quit whining.|1
Each of them has to write a report about what he saw.|2
Everyone does what he wants.|1
Everybody makes mistakes. That's why they put erasers on pencils.|2
Anyone can be deceived.|1
Anybody can make a mistake.|1
Everyone is a blacksmith of their own fate.|1
Nobody's perfect.|1
Everyone has a bottom.|1
Different people have different skull shapes.|1
Everyone has skeletons in the closet.|1
Everyone has the right to go crazy.|1
Everyone is entitled to be moody once in a while.|2
Every idiot who goes about with 'Merry Christmas,' on his lips, should be boiled with his own pudding, and buried with a stake of holly through his heart.|3
Anyone who has played chess a few times understands how it can be engrossing in the extreme.|2
Everyone that I know can speak French.|1
Everyone will get what they need.|1
Everybody will get what they need.|1
Each person paid a thousand dollars.|1
The sun rises every day.|1
I take the train to work every day.|1
In any case, you don't need to worry.|1
This machine impressed everyone.|1
Japanese is our mother tongue.|1
Japanese is hard, isn't it?|1
Japanese is hard, isn't it?|1
The population of Japan is less than America.|1
Jane was dressed as a man.|1
Jane and I play the piano well.|1
Jane always behaved like she was very rich.|1
Jane wanted to make me believe she was a teacher.|2
Jane asked Mary whether she'd like to stay at her place for the night.|2
Yes, it can be done, but it shouldn't be.|2
Yes, it's there too.|1
Yes, you may wash the dishes. Take plenty of hot water, and be sure you dry them well.|2
Be careful not to be overly confident.|1
He loves dogs above all.|1
Dogs can see in the dark.|1
Mr. Darcy is engaged to my daughter.|1
Horus! What news have you of duplicated sentences?|1
Horus is a robot.|1
Just because Horus is a robot, doesn't mean it doesn't have feelings.|2
Horus never responds to my emails.|1
Stop pretending to not understand.|1
Stop calling her that!|1
Stop teasing him.|1
Stop asking stupid questions.|1
Don't listen to them.|1
Now just listen.|1
Now stop asking questions, Pip. I'm busy.|1
Why don't we stop wasting time?|1
Stop calling her that!|1
Stop asking stupid questions.|1
Please don't listen to Tom.|1
