sentence|category
Es kann ihn niemand ausstehen.|1
Es kam zum Kampf.|1
Es kam näher und näher.|1
Es kamen einige Männer und fällten den Baum.|1
Es kamen einige Männer und fällten den Baum.|1
Es kam auf jede Sekunde an.|1
Es juckt mich am ganzen Körper.|1
Es ist zwecklos, mit ihnen zu reden.|1
Es ist zu früh, um Klavier zu spielen.|1
Es ist zu Fehlern gekommen. Es ist gut, das einzugestehen, damit es nicht noch einmal geschieht“, erklärte sie.|2
Es ist ziemlich wahrscheinlich, dass er schon zu Hause ist.|2
Es ist ziemlich wahrscheinlich, dass er schon zu Hause ist.|2
Es ist ziemlich kalt.|1
Es ist ziemlich kalt heute.|1
Es ist Zeit zu schlafen.|1
Es ist Zeit zum Mittagessen.|1
Es ist Zeit zu gehen.|1
Es ist Zeit, Russisch zu lernen.|1
Es ist Zeit, Deutsch zu lernen.|1
Es ist zehn vor zehn.|1
Es ist wundervoll, einem Gelehrten zuzuhören.|1
Es ist wichtig, sich unentwegt zu beschäftigen.|1
Es ist wichtig, Deutsch zu lernen.|1
Es ist wahrscheinlich, dass das Parlament aufgelöst wird.|1
Es ist wahnsinnig heiß heute.|1
Es ist viel wärmer geworden.|1
Es ist viel passiert, während Sie weg waren.|1
Es ist verwerflich, jemandes Gutgläubigkeit auszunutzen.|1
Es ist uns misslungen.|1
Es ist uns gelungen, Tom aufzuspüren.|1
Es ist unmöglich, ohne Wasser zu leben.|1
Es ist unglaublich schön.|1
Es ist unbedingt nötig, dass du an der Konferenz teilnimmst.|2
Es ist Toms Gruppe.|1
Es ist Tom nicht gelungen, das Schloss zu reparieren.|2
Es ist so verdammt kalt!|1
Es ist so typisch für ihn, im letzten Moment auszusteigen.|2
Es ist so schön, wieder da zu sein.|1
Es ist Sommer in Paris.|1
Es ist so friedlich hier draußen.|1
Es ist sehr traurig, wenn man aufgrund der Hautfarbe ausgegrenzt wird.|2
Es ist sehr teuer, hier zu leben.|1
Es ist sehr neu.|1
Es ist sehr gefährlich, hier des Nachts herumzulaufen.|1
Es ist schwierig, gut Französisch zu sprechen.|1
Es ist schwierig, ein Gedicht in eine andere Sprache zu übersetzen.|2
Es ist schwierig, drei Sprachen zu sprechen.|1
Es ist schwierig, diese Frage zu beantworten.|1
Es ist schwer zu sagen, weil es weder Fisch noch Fleisch ist.|2
Es ist schwer, Wahrheit und Lüge zu unterscheiden.|1
Es ist schwer, heutzutage gute Hilfe zu bekommen.|1
Es ist schwer für mich, mit meinem kleinen Einkommen zu leben.|2
Es ist schwer für mich, dieses Problem zu lösen.|2
Es ist schwer für mich, die Frage zu beantworten.|2
Es ist schwer, einen Menschen objektiv zu beurteilen, der einem nahesteht.|2
Es ist schwer eine Frau zu sein. Man muss wie ein Mann denken, sich wie eine Dame benehmen, wie ein Mädchen aussehen und wie ein Pferd arbeiten.|3
Es ist schwer, das Rauchen aufzugeben.|1
Es ist schon zwei Monate her, seit du in Tōkyō angekommen bist.|2
Es ist schon spät. Geh nach Hause!|1
Es ist schön, so viele gut unterhaltene Leute zu sehen.|2
Es ist schon dunkel.|1
Es ist schon drei Jahre her, seit ich das letztemal Auto gefahren bin.|2
Es ist schon drei Jahre her, seit ich das letztemal am Steuer gesessen habe.|2
Es ist schön, deine Stimme zu hören!|1
Es ist schön, dass du den Preis gewonnen hast.|2
Es ist schlecht für dich.|1
Es ist schade, dass er nicht kommen kann.|1
Es ist offensichtlich, dass Tom und Maria mehr als nur Freunde sind.|2
Es ist offensichtlich, dass du hier nicht allzu glücklich bist.|2
Es ist offensichtlich, dass du ein intelligenter Junge bist.|2
Es ist nur eine Kugel übrig.|1
Es ist noch immer ein Rätsel, warum sie sich das Leben nahm.|2
Es ist noch hell draußen.|1
Es ist noch Futter im Hundenapf.|1
Es ist nie zu spät, seine Träume aufzugeben.|1
Es ist niemand hier.|1
Es ist nicht warm genug, um das Fenster zu öffnen.|2
Es ist nicht warm genug, um das Fenster aufzumachen.|2
Es ist nicht Tom.|1
Es ist nicht so schlimm, wie es aussieht.|1
Es ist nicht so leicht, dass man sie zu Hause erwischt.|2
Es ist nicht so gut, wie es aussieht.|1
Es ist nicht so ein großes Problem, wie du denkst.|2
Es ist nicht recht zu lügen.|1
Es ist nicht ohne Risiko, in diesem See zu baden.|2
Es ist nicht nötig ein Taxi zu rufen.|1
Es ist nicht möglich.|1
Es ist nicht meine Aufgabe, dir Benimm beizubringen.|1
Es ist nicht leicht, Zeit zum Schreiben eines Buches zu finden.|2
Es ist nicht leicht, das ärmste Mitglied einer Gruppe zu sein.|2
Es ist nicht immer einfach, Japaner und Chinesen zu unterscheiden.|2
Es ist nicht gut, mit vollem Mund zu reden.|2
Es ist nicht falsch zu sagen, dass Schach ein Sport ist: Es wird als solcher anerkannt.|2
Es ist nicht einfach.|1
Es ist nicht einfach, ein Gedicht in eine fremde Sprache zu übersetzen.|2
Es ist nicht bekannt, ob sonst noch Passagiere auf der Fähre waren.|2
Es ist neun Uhr.|1
Es ist nett von dir mich mit einzuladen!|1
Es ist möglich, dass er die Prüfung nicht besteht.|2
Es ist mir nicht gestattet, Alkohol zu trinken.|1
Es ist mir egal, was mit Tom geschieht.|1
Es ist mir egal, was ihr wollt.|1
Es ist mir egal, ob ich gewinne.|1
Es ist mehr Kunst als Wissenschaft.|1
Es ist leichter zu sterben als zu lieben.|1
Es ist leichter, ohne ein Messer eine Auster zu öffnen, als den Mund eines Anwalts ohne Honorar.|2
Es ist leichter, nicht anzufangen, als aufzuhören.|1
Es ist leichter, Kinder zu unterrichten, als Erwachsene.|1
Es ist kochend heiß hier drinnen.|1
Es ist klein und beengt.|1
Es ist klar, dass Tom uns betrogen hat.|1
Es ist kein Wunder, dass er dein Angebot abgelehnt hat.|2
Es ist kein Wasser mehr in der Flasche.|1
Es ist kein Wasser mehr da.|1
Es ist kein Saft mehr da.|1
Es ist keine Wolke am Himmel.|1
Es ist keineswegs unmöglich, monatlich eine Million Yen zu verdienen.|2
Es ist keine Sünde, jemanden zu lieben.|1
Es ist keine Schande, um Hilfe zu bitten.|1
Es ist jetzt zu spät zum Umdrehen.|1
Es ist jetzt zu spät, um Tom zu helfen.|2
Es ist jetzt zu spät, um sich darüber Sorgen zu machen.|2
Es ist jetzt zu spät, um noch Änderungen vorzunehmen.|2
Es ist jemand in eurem Zimmer.|1
Es ist jemand in eurem Zimmer.|1
Es ist jemand in deinem Zimmer.|1
Es ist jemand in deinem Zimmer.|1
Es ist interessant, Freundschaften mit Menschen aus anderen Ländern zu schließen.|2
Es ist interessanter, allein als in einer Gruppe zu reisen.|2
Es ist in Ordnung.|1
Es ist in letzter Zeit sehr kalt.|1
Es ist ihnen kalt.|1
Es ist heute zu heiß zum Sonnenbaden.|1
Es ist heute unerträglich heiß.|1
Es ist heute eine Mordshitze.|1
Es ist gleich um die Ecke.|1
Es ist gestern am späten Abend passiert.|1
Es ist gerade ein Jahr her, dass ich verheiratet bin.|2
Es ist genug für heute.|1
Es ist genau zehn Uhr.|1
Es ist genau das, was ich wollte.|1
Es ist gefährlich, hier des Nachts herumzulaufen.|1
Es ist gefährlich da draußen.|1
Es ist gefährlich, auf Eisenbahnschienen zu laufen.|1
Es ist gedankenlos von ihr, so etwas zu sagen.|2
Es ist ganz und gar erschreckend, daran zu denken, zwanzig zu sein, Marilla. Das scheint so beängstigend alt und erwachsen.|2
Es ist ganz richtig Menschen zu verabscheuen, die Übeltäter sind.|2
Es ist für mich.|1
Es ist für die Jahreszeit ungewöhnlich kalt.|1
Es ist für die Jahreszeit ungewöhnlich kalt.|1
Es ist für alle genug Platz.|1
Es ist für alle genug Platz.|1
Es ist für alle genug Platz.|1
Es ist fast unmöglich, sich als Mangakünstler seinen Lebensunterhalt zu verdienen.|2
Es ist fast unmöglich, es an einem Tag fertigzustellen.|2
Es ist fast Mai.|1
Es ist Farbe in der Garage.|1
Es ist Ewigkeiten her, seit ich dich das letzte mal sah.|2
Es ist erstaunlich, dass man sich nur ein bisschen Mühe geben muss, um beträchtliche Fortschritte zu erzielen.|2
Es ist erstaunlich, dass die Sonne ein Zwergstern ist.|2
Es ist ein ziemlich unrealistisches Ziel.|1
Es ist ein Wunder, dass unser Haus den Orkan heil überstanden hat.|2
Es ist ein Wunder, dass Tom noch am Leben ist.|2
Es ist ein Wunder, dass Tom den Unfall überlebt hat.|2
Es ist ein Wunder, dass Tom den Unfall überlebt hat.|2
Es ist ein Wunder, dass sie nach diesem Sturz noch lebt.|2
Es ist ein weiter Weg bis zur Stadt.|1
Es ist ein weiter Weg bis zum Dorf.|1
Es ist ein sehr teures Land.|1
Es ist ein schönes Gefühl zu gewinnen.|1
Es ist einfach, den Status quo beibehalten; das heißt aber nicht, dass das auch das Richtige ist.|2
Es ist eine unglaubliche Geschichte.|1
Es ist eine traurige Geschichte, von der ich wusste, dass du sie gerne hören würdest.|2
Es ist eine totale Katastrophe.|1
Es ist einer von denen.|1
Es ist eine runde Zahl.|1
Es ist eine Krankheit, die Männer und Frauen gleichermaßen befällt.|2
Es ist eine komplizierte Sprache.|1
Es ist eine fesselnde Geschichte.|1
Es ist ein Bub.|1
Es ist dumm, es überhaupt zu versuchen.|1
Es ist die Liebe, die die Welt regiert.|1
Es ist der Endkampf zwischen Gut und Böse.|1
Es ist das Wie, das das Was veredelt!|1
Es ist das wichtigste Schachspiel der Welt.|1
Es ist das Land, wo die Zitronen blühen.|1
Es ist das größte auf der Welt.|1
Es ist das erste Mal, dass ich meinen Besitzer gekratzt habe“, sagte die Katze.|2
Es ist das erste Mal, dass ich in dieser Gegend einen Waschbären sehe.|2
Es ist das erste Mal, dass ich dieses Land pflüge.|2
Es ist das dritte Mal diese Woche, dass Tom das getan hat.|2
Es ist das dritte Mal diese Woche, dass Tom das getan hat.|2
Es ist das Böse in Reinform.|1
Es ist besser zu sterben, als ein solches Leben zu führen.|2
Es ist besser, tot zu sein, als ein solches Leben zu führen.|2
Es ist besser, sich von einem Niemand helfen zu lassen, als dass einem von niemandem geholfen werde.|2
Es ist besser, nicht zu fragen.|1
Es ist besser, den Garten in der Nacht zu gießen.|2
Es ist besser, dass man schweige und für einen Narren gehalten werde, als dass man spreche und allen Zweifel aus dem Wege räume.|3
Es ist äußerst wichtig, dass du dich selbst im Büro vorstellst.|2
Es ist aus feiner Baumwolle.|1
Es ist auf natürliche Weise dazu gekommen.|1
Es ist auf der linken Seite der Straße.|1
Es ist an der Zeit, dass wir uns Gedanken darüber machen, wie wir die Situation verbessern können.|2
Es ist am Morgen, dass sich uns die Schönheit der Natur offenbart.|2
Es ist alte Sitte, dass der galante Mann einer Dame die Tür aufhält.|2
Es ist allgemein bekannt, dass die Stadt eine hohe Kriminalitätsrate hat.|2
Es ist alles vorbereitet.|1
Es ist alles seine Schuld.|1
Es ist alles nicht so schlimm, wie Tom meint.|2
Es ist alles nicht so schlimm, wie Tom behauptet.|2
Es ist alles in Ordnung.|1
Es ist acht Uhr abends.|1
Es hat viel geschneit.|1
Es hat Tom viel Geld gekostet, diesen Traktor reparieren zu lassen.|2
Es hätte wahrscheinlich nichts genützt.|1
Es hat Spaß gemacht.|1
Es hat Spaß gemacht, euch beim Tanzen zuzuschauen.|1
Es hat so weh getan!|1
Es hat sich wie folgt ereignet.|1
Es hat schon angefangen.|1
Es hat schon alles geschlossen.|1
Es hat schon alles geschlossen.|1
Es hat niemand nach deiner Meinung gefragt.|1
Es hat niemand Hunger.|1
Es hat nicht ganz eine Stunde gedauert.|1
Es hat nicht ganz eine Stunde gedauert.|1
Es hat nicht funktioniert.|1
Es hat mir Freude gemacht, mit dir zu arbeiten.|2
Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen.|2
Es hat mich überhaupt nicht überrascht, dass Tom sich keinen Anwalt leisten konnte.|2
Es hat keinen Sinn, mit Tom zu sprechen.|1
Es hat ihm nicht geschmeckt.|1
Es hat heute geschneit.|1
Es hat gestern nicht nur heftig gestürmt, sondern auch stark geregnet.|2
Es hat eine Kettenreaktion in Gang gesetzt.|1
Es hat ein bisschen gedauert, bis ich Auto fahren konnte.|2
Es hat an nichts gefehlt.|1
Es ging mir sofort besser.|1
Es ging ihm nicht gut.|1
Es gibt zwei Möglichkeiten: entweder sind wir allein im Universum, oder wir sind es nicht. Beide sind gleichermaßen beängstigend.|2
Es gibt zu viele Quasiduplikate: das können wir gar nicht überschauen.|2
Es gibt viele Sterne, die größer als unsere Sonne sind.|2
Es gibt viele Rätsel auf der Welt, und wie es dir gelungen ist, eine rumzukriegen, gehört ganz klar dazu.|2
Es gibt viele leichtgläubige Menschen. Es besteht also eine Chance, dass Tom gewählt werden wird.|2
Es gibt viele ethnische Gruppen, die traditionellerweise als Hochzeitsgeschenk Geld verschenken.|2
Es gibt so viele Quasiduplikate, dass wir darüber gar nicht die Übersicht behalten können.|2
Es gibt Russen, die glauben, dass Russland von der übrigen Welt nicht ernst genommen wird.|2
Es gibt nur einen klitzekleinen Unterschied.|1
Es gibt nur einen Jungen in der Klasse.|1
Es gibt nur einen Jungen in der Klasse.|1
Es gibt nur drei Mädchen in der Klasse.|1
Es gibt niemanden, der sich keinen Frieden wünscht.|1
Es gibt nichts Schöneres als ein heißes Bad.|1
Es gibt nichts Schöneres als die Liebe.|1
Es gibt nichts Schlimmeres.|1
Es gibt nichts mehr, worum wir uns Sorgen machen müssen.|2
Es gibt nichts auf der Welt, von dem wir nicht etwas lernen könnten.|2
Es gibt natürlich einen Klassenkampf, doch es ist meine Klasse, die Klasse der Reichen, die ihn führt, und wir sind dabei, ihn zu gewinnen.|3
Es gibt Menschen, die mich nicht mögen.|1
Es gibt kein schlechtes Wetter. Es gibt nur schlechte Kleidung.|2
Es gibt kein Gras auf dem Mond.|1
Es gibt keinen Weg zum Glück. Glücklich sein ist der Weg.|2
Es gibt keinen roten Faden.|1
Es gibt keinen Präzedenzfall.|1
Es gibt keinen Grund, das zu tun.|1
Es gibt keinen Gott, es sei denn, du erfindest ihn.|2
Es gibt keine Hunde größer als diesen.|1
Es gibt keine Daseinsberechtigung.|1
Es gibt keine Daseinsberechtigung.|1
Es gibt in dieser Straße einige alte Häuser.|1
Es gibt in dieser Stadt eine Reihe von Kinos.|2
Es gibt in der Nähe meines Hauses keine Geschäfte.|2
Es gibt immer jemanden, der mehr oder weniger weiß als man selbst. Die Welt ist zu groß, als dass es anders sein könnte.|3
Es gibt immer etwas zu entdecken.|1
Es gibt hier Menschen, die deine Hilfe brauchen.|1
Es gibt hier keine Hunde.|1
Es gibt gute Gründe, das, was er sagt, zu glauben.|2
Es gibt Fragen, auf die niemand eine Antwort weiß.|2
Es gibt Fragen, auf die niemand eine Antwort weiß.|2
Es gibt Fragen, auf die niemand eine Antwort weiß.|2
Es gibt Fragen, auf die niemand eine Antwort weiß.|2
Es gibt Fragen, auf die niemand eine Antwort weiß.|2
Es gibt ein Problem, über das ich mit dir reden muss.|2
Es gibt ein Museum direkt nördlich des Zoos.|1
Es gibt einen super Panjaber in der Nähe.|1
Es gibt einen schmalen Grat zwischen hilfreichen und zerstörerischen Ängsten. Aber es gibt einen solchen Grat, und unsere Aufgabe ist es, ihn zu finden und auf ihm zu gehen.|3
Es gibt eine Million Leute, mit denen ich lieber ausginge als mit dir.|2
Es gibt dafür viele Beispiele.|1
Es gereut uns nie, zu wenig gegessen zu haben.|2
Es genügt nicht, nur eine Sprache zu können.|1
Es gelang Tom, sich zu retten.|1
Es gelang Tom, den Ball einhändig zu fangen.|1
Es gelang mir, dem Lehrer meinen Gedanken zu erläutern.|2
Es gelang ihm nicht, Arbeit zu finden.|1
Es geht Tom heute schon etwas besser.|1
Es geht nicht immer so, wie wir wollen.|1
Es geht mir heute zwar schon besser, aber noch nicht gut genug, um arbeiten zu gehen.|2
Es geht mir gut.|1
Es geht mir gut.|1
Es geht mir gut.|1
Es geht mir gut, danke.|1
Es geht jetzt alles automatisch.|1
Es geht ihr heute viel besser.|1
Es geht ihm schon viel besser.|1
Es geht das Gerücht um, dass sich die Schauspielerin scheiden lassen wird.|2
Es geht das Gerücht um, dass Maria heimlich raucht.|2
Es gehört sich nicht, Leute zu schlagen.|1
Es gehört sich nicht, Leute zu schlagen.|1
Es gehört sich nicht, jemandem ins Wort zu fallen.|2
Es gehört sich nicht, einen anderen auszulachen, wenn er einen Fehler macht.|2
Es gehört oft mehr Mut dazu, seine Meinung zu ändern, als ihr treu zu bleiben.|2
Es gehört nicht dir.|1
Es gefiel Tom nicht sonderlich.|1
Es gefiel mir, wie du das gemacht hattest.|1
Es gefiel mir nicht sonderlich.|1
Es gefällt Tom hier nicht.|1
Es gab viel zu essen in dem Haus.|1
Es gab vielen Hoffnung.|1
Es gab schon schlechtere Krieg-der-Sterne-Filme, die mehr Geld einspielten.|2
Es gab nicht einen Überlebenden.|1
Es gab keine Zeugen, die das Delikt beobachteten.|1
Es gab keine Zeit zu verlieren.|1
Es gab einige Fälle von Kinderlähmung.|1
Es gab einen großen Schneesturm.|1
Es gab eine große Schneeballschlacht.|1
Es gab dort viel zu tun.|1
Es gab dieses Jahr eine Menge Regen.|1
Es gab auf der Straße eine Umleitung.|1
Es freut mich zu sehen, dass euch eure Arbeit so viel Spaß macht.|2
Es freut mich, zu sehen, dass es dir gut geht.|2
Es freut mich zu hören, dass es dir besser geht.|2
Es freut mich, dass ich dir letzte Woche helfen konnte.|2
Es fing alles an einem stürmischen Tag an.|1
Es fiel Tom schwer zu schildern, was geschehen war.|2
Es fiel ihr schwer, sich zu konzentrieren.|1
Es fällt mir schwer zu glauben, dass Tom das nicht getan hat.|2
Es fällt mir schwer, Tom ernst zu nehmen.|1
Es fällt mir schwer, nicht alles persönlich zu nehmen.|2
Es fällt mir schwer.|1
Es fällt mir schwer, etwas zu machen, wobei mir die Motivation fehlt.|2
Es fällt einem Sohn immer schwer, den elterlichen Erwartungen gerecht zu werden.|2
Es fällt ein Blatt.|1
Es erinnerte sich niemand, wo wir unseren Wagen geparkt hatten.|2
Es ergibt alles Sinn.|1
Es entsteht gerade eine Filmbiographie über Tom.|1
Es dauert noch einmal zwanzig Minuten, bis Tom nach Hause kommt.|2
Es dauert eine Stunde mit dem Bus.|1
Es dauerte fast zwei Wochen, bis sich Johannes von seiner Krankheit erholt hatte.|2
Es dauerte einige Wochen, bis Toms gebrochener Arm verheilt war.|2
Es dauerte eine halbe Stunde.|1
Es bringt nichts, mit ihm zu reden.|1
Es braucht nur ein Wort, um ein Herz zu brechen, aber weder eine Entschuldigung noch ein ganzes Leben reichen, um es wieder ganz zu machen.|3
Es braucht lange, bis man eine Fremdsprache fließend kann.|2
Es betrübt mich, das zu hören.|1
Es besteht keinerlei Hoffnung.|1
Es besteht dringender Bedarf an Trinkwasser.|1
Es bestand nie wirkliche Gefahr.|1
Es besagte, dass die Leute zukünftig nicht mehr Fußball spielen dürften und dass jeder, der dieses Gesetz brechen würde, ins Gefängnis käme.|3
Es behagt mir sehr, wie bedachtsam und einfühlsam die Japaner anderen und der Gesellschaft als Ganzem gegenüber sind.|2
Es beglückt Tom, andere zu beglücken.|1
Es begann zu schneien.|1
Es begab sich, dass wir zu der Zeit in London waren.|2
Er zündete ein Streichholz an, um das Feuer zu entfachen.|2
